9.614-9.773: hello
572.993-573.233: to
573.393-573.473: you
573.473-573.632: know
573.792-573.952: less
573.952-574.112: than
574.112-574.192: a
574.192-574.432: minute
576.830-577.070: so
577.070-577.230: what
577.230-577.390: would
577.390-577.629: but
577.629-577.789: just
577.789-577.949: far
578.029-578.109: you
578.109-578.189: know
578.269-578.509: fire
578.509-578.669: far
578.669-578.749: away
578.909-578.988: and
579.148-579.228: i'll
579.388-579.468: i'll
579.468-579.548: try
579.548-579.788: to
579.788-579.948: answer
579.948-580.347: questions
580.347-580.827: and
580.987-581.067: you
581.067-581.147: know
581.387-581.626: respond
581.626-582.026: comments
582.026-582.526: and
586.667-586.827: well
587.066-587.145: yeah
587.384-587.544: sure
590.810-591.310: so
597.183-597.422: hi
599.113-599.273: my
599.273-599.672: question
599.672-599.912: is
600.471-600.971: what
601.030-601.190: makes
601.190-601.350: you
601.350-601.669: so
601.669-601.989: interested
601.989-602.148: in
602.148-602.648: politics
602.707-602.947: now
603.187-603.346: why
603.346-603.426: is
603.426-603.586: this
603.586-603.906: so
603.906-604.145: important
604.145-604.225: to
604.225-604.385: you
605.024-605.184: yeah
605.423-605.503: that's
605.503-605.583: a
605.583-605.823: great
605.823-606.062: question
609.178-609.337: okay
609.657-609.817: don't
609.817-609.976: bring
609.976-610.136: the
610.136-610.296: mic
610.296-610.535: that
610.535-610.695: close
611.990-612.310: whoa
614.230-614.390: yeah
614.550-614.790: the
614.790-614.950: question
614.950-615.270: is
615.270-615.590: why
615.590-615.750: why
615.750-616.230: politics
616.230-616.550: now
616.550-616.790: and
616.790-617.110: and
617.110-617.590: versus
617.590-618.090: in
618.150-618.310: in
618.310-618.470: the
618.470-618.630: past
618.790-619.110: i
619.110-619.510: really
619.510-619.750: have
619.750-619.990: not
619.990-620.390: been
620.390-620.870: meaningfully
620.870-620.950: involved
620.950-621.190: in
621.190-621.590: politics
622.230-622.730: so
624.484-624.644: the
624.644-624.883: reason
624.883-625.383: is
625.922-626.422: that
626.800-626.960: i
626.960-627.460: think
628.238-628.398: we're
628.398-628.478: at
628.478-628.638: a
628.638-629.138: crossroads
629.995-630.155: this
630.155-630.235: time
630.475-630.555: i
630.555-630.635: think
630.635-630.874: we're
630.874-630.954: we're
630.954-631.034: at
631.034-631.194: a
631.194-631.673: crossroads
633.989-634.149: a
634.149-634.309: fork
634.309-634.469: in
634.469-634.628: the
634.628-634.708: road
634.708-634.948: of
634.948-635.108: of
635.188-635.587: destiny
640.311-640.551: well
640.551-640.710: when
640.790-640.950: i
640.950-641.109: see
641.109-641.609: happening
641.748-642.248: under
642.546-642.705: the
642.705-642.865: sort
642.865-642.945: of
643.025-643.264: biden
643.264-643.344: and
643.503-644.003: kamala
644.301-644.621: administration
644.621-645.121: is
646.775-646.935: a
646.935-647.094: level
647.094-647.254: of
647.254-647.413: sort
647.413-647.653: of
647.653-648.052: government
648.052-648.291: over
648.291-648.371: each
648.371-648.871: and
649.010-649.329: manipulation
649.329-649.808: that
649.808-649.967: that
649.967-650.467: is
651.563-651.962: extremely
651.962-652.361: troubling
653.651-654.151: and
654.208-654.287: and
654.447-654.526: i
654.526-654.845: also
654.845-655.345: see
656.993-657.493: really
658.108-658.346: a
658.346-658.824: deliberate
658.824-659.142: attempt
659.142-659.620: to
659.620-660.097: import
660.097-660.336: as
660.336-660.654: many
660.654-660.814: people
660.814-661.052: as
661.052-661.552: possible
662.087-662.246: into
662.246-662.485: swing
662.485-662.803: states
662.803-662.883: like
664.236-664.395: in
664.395-664.713: order
664.713-665.191: to
665.191-665.430: ensure
665.430-665.668: that
665.668-665.828: there
665.828-666.328: is
666.640-666.800: a
666.800-667.300: permanent
667.359-667.679: one
667.679-668.179: state
668.798-669.298: with
669.598-669.757: at
669.837-670.157: america
670.157-670.317: it
670.317-670.397: becomes
670.397-670.557: a
670.557-670.957: permanent
670.957-671.196: one
671.196-671.596: party
671.596-671.836: state
672.316-672.475: if
672.715-672.795: i
672.795-672.955: mean
673.035-673.115: the
673.115-673.355: numbers
673.355-673.515: that
673.515-673.754: are
673.754-674.154: truly
674.154-674.654: staggering
674.714-675.214: and
675.433-675.673: the
675.673-675.753: sort
675.753-676.253: of
676.712-676.872: sort
676.872-677.372: of
677.512-677.831: fake
677.831-678.231: legacy
678.231-678.551: media
678.551-678.871: doesn't
678.871-679.030: report
679.030-679.190: on
679.190-679.350: them
680.164-680.244: the
680.244-680.403: only
680.403-680.802: reason
680.802-680.962: anyone
680.962-681.121: knows
681.121-681.201: about
681.201-681.441: it
681.441-681.760: is
681.760-681.919: if
681.919-682.079: if
682.079-682.239: you're
682.239-682.398: on
682.398-682.558: the
682.558-682.717: x
682.717-683.116: platform
683.755-684.255: but
684.553-684.633: like
684.792-684.872: the
685.271-685.431: it
685.431-685.670: it's
685.670-685.909: it's
685.909-685.989: not
686.149-686.308: it's
686.308-686.628: crazy
690.059-690.559: but
691.017-691.096: i
691.096-691.176: mean
691.336-691.416: i
691.416-691.495: mean
691.495-691.575: you're
691.575-691.735: saying
691.815-691.894: like
692.134-692.533: basically
693.490-693.730: increases
693.969-694.049: this
694.049-694.209: is
694.209-694.368: from
694.368-694.608: the
694.608-694.927: government
694.927-695.087: website
695.166-695.246: by
695.246-695.406: the
695.406-695.486: way
695.820-695.900: which
695.900-696.219: is
696.219-696.379: run
696.379-696.459: by
696.539-696.778: democrats
696.778-696.858: democrat
697.098-697.598: so
697.817-697.896: like
698.056-698.216: you're
698.216-698.455: seeing
698.455-698.615: like
698.615-699.094: it
699.334-699.494: in
699.494-699.653: some
699.653-699.813: cases
699.893-700.133: like
700.133-700.452: seven
700.452-700.851: hundred
700.851-701.251: percent
701.251-701.570: increases
701.570-701.730: in
701.730-701.890: the
701.890-702.129: past
702.129-702.209: three
702.209-702.289: and
702.289-702.449: a
702.449-702.688: half
702.688-703.188: years
703.807-704.046: in
704.046-704.366: in
704.765-705.164: illegal
705.164-705.484: in
705.484-705.723: spring
705.723-705.883: states
706.682-706.842: or
706.842-706.921: what
706.921-707.081: are
707.081-707.560: coincidence
709.171-709.671: and
709.809-709.968: when
709.968-710.128: you're
710.128-710.447: talking
710.447-710.947: about
711.005-711.244: elections
711.244-711.404: that
711.404-711.803: are
711.803-712.121: one
712.121-712.361: lost
712.361-712.600: by
712.600-712.760: ten
712.760-712.919: or
712.919-713.158: twenty
713.158-713.477: thousand
713.477-713.716: votes
714.115-714.275: and
714.275-714.514: then
714.514-714.753: you
714.753-714.993: you
714.993-715.232: you
715.232-715.391: you
715.391-715.551: bring
715.551-715.790: in
715.790-716.029: two
716.029-716.428: hundred
716.428-716.928: thousand
717.545-717.704: of
717.704-717.943: people
718.103-718.262: and
718.262-718.502: then
718.502-719.002: you
719.538-719.698: put
719.698-719.778: them
719.778-719.857: on
719.857-720.017: the
720.017-720.336: fast
720.336-720.630: track
720.750-721.250: to
721.629-721.788: citizenship
721.948-722.028: this
722.028-722.268: is
722.268-722.428: without
722.747-723.067: without
723.067-723.386: considering
723.386-723.626: any
723.626-723.866: cheating
724.825-724.984: this
724.984-725.484: is
725.544-725.783: legalized
727.541-727.781: that
727.781-728.020: if
728.020-728.340: if
728.340-728.500: if
728.500-728.740: that
728.740-728.979: if
728.979-729.139: that
729.139-729.379: is
729.379-729.538: if
729.538-729.778: that
729.778-730.258: happens
730.258-730.497: over
730.497-730.657: the
730.657-730.817: next
730.817-731.056: four
731.056-731.296: years
731.696-731.855: there
731.855-732.095: will
732.095-732.335: be
732.335-732.574: no
732.574-732.894: swing
732.894-733.214: states
735.051-735.291: the
735.291-735.451: the
735.451-735.951: the
737.062-737.562: they're
737.621-737.940: importing
737.940-738.440: voters
738.818-738.978: that
738.978-739.137: is
739.137-739.637: my
740.095-740.175: i
740.175-740.494: think
740.494-740.813: that's
740.813-741.132: obvious
741.132-741.531: to
741.531-741.771: anyone
741.771-741.930: who
741.930-742.090: looks
742.728-743.228: and
743.846-744.005: we
744.005-744.165: will
744.165-744.324: have
744.324-744.644: a
744.644-744.883: situation
744.883-745.122: like
745.122-745.202: we're
745.202-745.282: have
745.282-745.362: in
745.442-745.942: california
746.000-746.080: where
746.080-746.319: it's
746.319-746.718: it's
746.718-746.878: it's
746.878-747.378: a
747.437-747.756: one
747.756-748.155: party
748.155-748.394: state
748.873-749.352: california
749.352-749.751: is
749.751-749.910: is
749.910-750.150: a
750.150-750.650: super
751.028-751.347: majority
751.347-751.586: damn
751.586-751.746: state
753.277-753.437: and
753.437-753.836: so
753.836-753.995: it's
753.995-754.235: one
754.235-754.554: party
754.554-754.713: rule
755.033-755.533: and
755.591-755.671: if
755.671-755.831: you
755.831-755.990: have
755.990-756.150: one
756.150-756.389: party
756.389-756.469: rule
756.629-756.788: that's
756.788-756.868: not
756.868-757.108: a
757.108-757.586: democracy
758.863-759.363: so
760.220-760.380: i
760.539-760.619: i
760.619-760.938: think
760.938-761.438: either
761.736-761.896: action
761.896-762.055: is
762.055-762.555: taken
762.614-762.933: now
768.545-768.785: if
768.785-769.025: if
769.025-769.185: if
769.185-769.265: i
769.425-769.665: if
769.665-769.905: if
769.905-770.385: if
770.385-770.545: if
770.545-770.625: i
770.865-771.105: if
771.105-771.425: if
771.425-771.665: the
771.665-771.825: if
771.825-771.985: there
771.985-772.145: is
772.145-772.385: another
772.385-772.625: four
772.625-773.125: years
774.145-774.465: for
775.185-775.505: and
775.505-775.745: it's
775.745-775.825: it's
775.825-776.145: really
776.145-776.385: like
776.385-776.705: pointless
776.705-776.785: to
776.785-777.265: even
777.265-777.425: sort
777.425-777.585: of
777.999-778.239: about
778.478-778.717: it's
778.957-779.116: just
779.116-779.276: a
779.276-779.355: puppet
779.355-779.435: out
779.435-779.515: of
779.515-779.674: a
779.674-780.073: larger
780.073-780.233: machine
780.472-780.632: if
780.632-780.791: if
780.791-781.031: the
781.031-781.111: if
781.111-781.611: the
781.828-781.988: if
781.988-782.307: the
782.307-782.546: machine
782.866-783.105: i'll
783.105-783.344: support
783.344-783.584: the
783.584-783.903: machine
785.498-785.737: is
785.737-785.977: is
785.977-786.216: able
786.216-786.376: to
786.376-786.615: sit
786.615-787.115: to
787.173-787.413: run
787.413-787.732: for
787.732-788.232: another
788.290-788.530: four
788.530-788.849: years
790.045-790.365: there
790.365-790.865: there
790.923-791.082: there
791.082-791.322: will
791.322-791.561: not
791.561-792.015: be
792.134-792.533: any
792.533-792.931: any
792.931-793.431: meaningful
793.568-793.727: elections
793.727-793.807: in
793.807-793.966: the
793.966-794.284: future
794.284-794.364: just
794.364-794.523: like
794.523-794.683: they
794.683-794.762: aren't
794.762-794.921: in
795.001-795.479: california
796.036-796.355: and
796.355-796.594: and
796.594-796.673: and
796.673-796.912: the
796.912-797.151: hulk
797.151-797.390: the
797.390-797.890: hulk
798.027-798.186: all
798.186-798.266: of
798.505-798.823: america
798.823-798.982: will
798.982-799.062: be
799.142-799.619: california
799.619-799.938: authenticated
801.610-801.849: not
801.849-802.008: in
802.008-802.088: a
802.088-802.327: good
802.327-802.566: way
803.760-803.999: yeah
805.034-805.534: california
805.592-806.092: authenticated
806.308-806.808: out
809.587-810.087: so
810.304-810.463: we
810.463-810.622: don't
810.622-810.702: want
810.941-811.180: that
811.180-811.339: that
811.339-811.419: would
811.419-811.498: be
811.498-811.658: a
811.658-811.976: bad
811.976-812.056: situation
812.215-812.294: in
812.294-812.454: fact
812.533-812.772: it
812.772-812.931: it
812.931-813.091: will
813.091-813.170: it
813.170-813.409: will
813.409-813.568: actually
813.568-813.807: be
813.807-814.285: worse
814.285-814.364: than
814.524-815.001: california
815.240-815.399: the
815.399-815.559: reason
815.559-815.638: it'll
815.638-815.798: be
815.798-815.957: worse
815.957-816.116: than
816.196-816.514: california
816.514-816.753: is
816.753-816.832: the
816.832-817.151: one
817.151-817.651: thing
817.788-818.027: that
818.027-818.186: holds
818.266-818.766: california
818.903-819.141: back
819.634-819.873: from
819.873-820.032: being
820.032-820.271: even
820.271-820.510: worse
820.510-820.589: than
820.589-820.828: it
820.828-821.328: is
821.465-821.624: is
821.624-821.863: that
821.863-822.102: people
822.102-822.261: can
822.261-822.500: move
822.500-822.580: out
822.580-822.659: of
822.739-823.216: california
823.216-823.376: and
823.376-823.535: still
823.535-823.614: be
823.614-823.694: in
823.853-824.172: america
824.888-825.127: now
825.127-825.366: what
825.366-825.605: happens
825.605-825.764: when
825.764-825.843: you
826.003-826.242: there's
826.242-826.401: no
826.401-826.560: place
826.560-826.799: to
826.799-827.038: move
828.869-829.187: it'll
829.187-829.346: it'll
829.346-829.665: be
829.665-829.904: way
829.904-830.063: worse
830.063-830.142: in
830.222-830.722: california
831.416-831.575: that's
831.575-831.735: why
831.814-831.894: i
831.894-831.973: think
832.133-832.212: yeah
832.531-832.929: exactly
834.060-834.220: well
834.380-834.620: and
834.620-834.780: and
834.780-835.020: speaking
835.020-835.260: of
835.260-835.420: of
835.500-835.660: mars
835.740-835.900: like
835.900-836.140: the
836.140-836.300: the
836.620-836.860: what
836.860-837.020: what
837.020-837.260: we're
837.260-837.760: seeing
838.060-838.140: you
838.140-838.220: know
838.380-838.620: with
838.620-838.700: with
838.780-839.260: spacex
839.820-840.060: tesla
840.220-840.300: and
840.300-840.460: we're
840.460-840.700: not
840.700-840.860: is
840.860-841.020: that
841.020-841.420: the
841.420-841.660: that
841.660-841.820: that
841.820-842.320: the
843.260-843.500: the
843.500-844.000: the
844.060-844.140: sort
844.140-844.300: of
844.300-844.800: regulatory
845.180-845.680: oppression
845.980-846.220: year
846.220-846.460: after
846.460-846.620: year
846.620-846.860: is
846.860-847.260: worse
847.260-847.500: and
847.500-847.740: worse
848.635-848.794: and
848.794-849.034: there's
849.034-849.194: more
849.194-849.694: regulatory
850.074-850.233: agencies
850.233-850.633: created
850.633-850.793: every
850.793-850.873: year
851.033-851.273: more
851.273-851.353: rules
851.353-851.752: and
851.752-851.992: regulations
851.992-852.152: every
852.152-852.312: year
852.312-852.392: in
852.392-852.792: full
852.792-852.871: eventually
853.031-853.431: everything
853.431-853.751: is
853.751-853.991: illegal
854.630-854.710: you
854.710-854.790: know
854.870-855.110: we
855.110-855.270: we
855.270-855.430: had
855.430-855.590: our
855.590-855.909: rocket
855.909-856.069: sitting
856.069-856.229: on
856.229-856.389: the
856.389-856.789: pad
856.789-857.289: for
857.428-857.588: two
857.588-857.828: months
858.228-858.467: ready
858.467-858.707: to
858.707-858.947: fly
860.226-860.386: how
860.386-860.546: is
860.546-860.786: it
860.786-861.286: possible
861.505-861.960: that
862.400-862.880: spacex
862.880-863.120: could
863.120-863.440: build
863.440-863.680: a
863.680-864.180: gigantic
